id_column	sentence	label	annotated_at
507	Amid controversial reports that COVID-19 can be treated with a combination of the antimalarial drug hydroxychloroquine (HCQ) and the antibiotic azithromycin (AZI), a clinical trial (ONCOCOVID, NCT04341207) was launched at Gustave Roussy Cancer Campus to investigate the utility of this combination therapy in cancer patients.	neutral	2021-01-21 16:38:24
583	This observational cohort study suggests hydroxychloroquine, either alone or in combination with azithromycin, was not associated with a survival benefit among hospitalized COVID-19 patients.	negative	2021-01-21 16:38:39
202	Hydroxychloroquine can potentially interfere with immune function in COVID-19 patients: Mechanisms and insights.	negative	2021-01-21 16:39:06
349	This case series provides support for a lack of prevention of COVID-19 by hydroxychloroquine.	negative	2021-01-21 16:39:22
465	Here, we randomized 53 patients hospitalized with coronavirus disease 2019 (COVID-19) to hydroxychloroquine therapy (at a dose of 400 mg twice daily for seven days) in addition to standard care or standard care alone (ClinicalTrials.gov Identifier, NCT04316377).	neutral	2021-01-21 16:39:56
683	We performed a systematic search in PubMed, Scopus, Embase, CochraneLibrary, Web of Science, Google Scholar, and medRxiv pre-print databases using available MeSH terms for COVID-19 and hydroxychloroquine.	neutral	2021-01-21 16:40:02
324	We report a case of coronavirus disease 2019 (COVID-19) pneumonia in a patient under hydroxychloroquine (HCQ) treatment for rheumatoid arthritis.	negative	2021-01-21 16:40:54
511	In this paper, we used docking and simulation methods to identify potential targets and the mechanism of action of chloroquine (CQ) and hydroxychloroquine (HCQ) against SARS-CoV-2.	neutral	2021-01-21 16:41:12
723	The association of treatment with hydroxychloroquine and hospital mortality in COVID-19 patients.	neutral	2021-01-21 16:41:58
320	The Australasian COVID-19 Trial (ASCOT) to assess clinical outcomes in hospitalised patients with SARS-CoV-2 infection (COVID-19) treated with lopinavir/ritonavir and/or hydroxychloroquine compared to standard of care: A structured summary of a study protocol for a randomised controlled trial.	neutral	2021-01-21 16:42:14
153	Review on the Clinical Pharmacology of Hydroxychloroquine Sulfate for the Treatment of COVID-19.	neutral	2021-01-21 16:42:19
79	Virological and clinical cure in COVID-19 patients treated with hydroxychloroquine: A systematic review and meta-analysis.	neutral	2021-01-21 16:42:30
288	A Review of the Preclinical and Clinical Efficacy of Remdesivir, Hydroxychloroquine, and Lopinavir-Ritonavir Treatments against COVID-19.	neutral	2021-01-21 16:42:38
686	Here we propose to use low doses of hydroxychloroquine (50-100 mg daily orally) and intranasal interferon alpha-2b (IFN α-2b) spray (0.5 × 106 IU twice daily) for the prophylaxis of COVID-19.	positve	2021-01-21 16:42:48
327	Continuous hydroxychloroquine or colchicine therapy does not prevent infection with SARS-CoV-2: Insights from a large healthcare database analysis.	negative	2021-01-21 16:43:03
99	The ORCHID (Outcomes Related to COVID-19 treated with Hydroxychloroquine among In-patients with symptomatic Disease) trial is a multicenter, blinded, randomized trial of hydroxychloroquine versus placebo for the treatment of adults hospitalized with coronavirus disease (COVID-19).	neutral	2021-01-21 16:43:25
218	Exclusion criteria include: currently pregnant, planning to become pregnant during the study period, and/or breast feeding; known hypersensitivity/allergy to hydroxychloroquine or to 4-aminoquinoline compounds; current use of hydroxychloroquine; known prolonged QT syndrome and/or baseline resting ECG with QTc>450 ms and/or concomitant medications which simultaneously may prolong the QTc that cannot be temporarily suspended/replaced; known pre-existing retinopathy, G6PD deficiency, porphyria, liver disease including cirrhosis, encephalopathy, hepatitis or alcoholism, diabetes on oral hypoglycemics or insulin, or renal insufficiency/failure; disclosure of self-administered use of hydroxychloroquine or chloroquine within 12 weeks prior to study; confirmed symptomatic COVID-19 at time of enrollment.	neutral	2021-01-21 16:43:52
468	No differences in clinical outcomes were found between favipiravir plus inhaled interferon beta-1b and hydroxychloroquine in adults hospitalized with moderate to severe COVID-19 pneumonia.	neutral	2021-01-21 16:44:29
586	Intracellular ABCB1 as a Possible Mechanism to Explain the Synergistic Effect of Hydroxychloroquine-Azithromycin Combination in COVID-19 Therapy.	positve	2021-01-21 16:44:57
291	Does Combining Severe and Mild Cases of COVID-19 Produce Low Fatality Rates After Treatment With Hydroxychloroquine and Azithromycin?	neutral	2021-01-21 16:45:05
412	Among candidate drugs to treat coronavirus disease 2019 (COVID-19), the combination of hydroxychloroquine (HCQ) and azithromycin (AZ) has received intense worldwide attention.	positve	2021-01-21 16:45:31
347	BACKGROUND This case series describes 5 patients with SARS-CoV-2 infection and COVID-19 in Ecuador who had been treated with hydroxychloroquine for systemic lupus erythematosus (SLE) prior to their COVID-19 illness.	negative	2021-01-21 16:45:46
322	Participants will have been hospitalised with confirmed COVID-19, and will be randomised 1:1:1:1 to receive lopinavir /ritonavir, hydroxychloroquine, both or neither drug in addition to standard of care management.	neutral	2021-01-21 16:45:56
330	No significant difference was found in terms of rates of usage of hydroxychloroquine or colchicine between those who were found positive for SARS-CoV-2 and those who were found negative (0.23% versus 0.25% for hydroxychloroquine, and 0.53% versus 0.48% for colchicine, respectively).	negative	2021-01-21 16:46:08
124	The Outcome of Hydroxychloroquine in Patients Treated for COVID-19: Systematic Review and Meta-Analysis.	neutral	2021-01-21 16:46:43
67	Advances in the use of chloroquine and hydroxychloroquine for the treatment of COVID-19.	positve	2021-01-21 16:47:07
572	Hemolytic Anemia in a Glucose-6-Phosphate Dehydrogenase-Deficient Patient Receiving Hydroxychloroquine for COVID-19: A Case Report.	neutral	2021-01-21 16:47:21
462	Previous promising in vitro data that emerged after the SARS-CoV outbreak in 2003, along with the emergent need for pharmacologic management strategies in the fight against COVID-19, prompted interest in the use of chloroquine and hydroxychloroquine across the globe.	neutral	2021-01-21 16:48:16
520	The combination of Hydroxychloroquine (HCQ) and azithromycin showed effectiveness as a treatment for COVID-19 and is being used widely all around the world.	positve	2021-01-21 16:48:27
467	Our results suggest no important antiviral effect of hydroxychloroquine in humans infected with SARS-CoV-2.	negative	2021-01-21 16:48:38
459	Docking studies were performed for certain components of Egyptian Propolis using Avigan, Hydroxychloroquine and Remdesivir as standard antivirals against both COVID-19 3CL-protease and S1 spike protein.	neutral	2021-01-21 16:49:22
117	In this review, we critically analyse the identification of and subsequent events concerning these two drugs as potential treatment options for Covid-19, and conclude by raising some ethical issues that require serious thought from the global scientific community concerned with using these two drugs against Covid-19.<br><br> Key Words: Covid-19, hydroxychloroquine, remdesivir, USFDA, emergency use authorisation<br><br>.	neutral	2021-01-21 16:50:23
706	This longitudinal, prospective cohort study aimed to assess risk of QTc interval prolongation and its predicting factors in subjects treated with combinations containing hydroxychloroquine (HCQ) for COVID-19.	neutral	2021-01-21 16:51:40
282	These considerations may not only be applied to chloroquine/hydroxychloroquine but may have more general implications for development of anti-COVID-19 combination therapies and prevention strategies through an increased death rate of the infected cells.	neutral	2021-01-21 16:52:35
92	Hydroxychloroquine or chloroquine with or without azithromycin have been widely promoted to treat coronavirus disease 2019 (COVID-19) following early in vitro antiviral effects against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	positve	2021-01-21 16:53:02
213	With hydroxychloroquine (HCQ) and chloroquine (CQ) emerging as potential therapies for coronavirus disease 2019 (COVID-19), shortages have been reported.	positve	2021-01-21 16:53:14
690	MEDLINE and EMBASE electronic databases were searched from 2019 to present (April 3rd, 2020) using a mix of keywords such as COVID-19 and chloroquine and hydroxychloroquine.	neutral	2021-01-21 16:53:26
188	COVID-19 outpatients: early risk-stratified treatment with zinc plus low-dose hydroxychloroquine and azithromycin: a retrospective case series study.	neutral	2021-01-21 16:53:39
571	In this study, we evaluated the efficacy of hydroxychloroquine (HCQ) against coronavirus disease 2019 (COVID-19) via a randomized controlled trial (RCT) and a retrospective study.	neutral	2021-01-21 16:53:51
591	Effect of Systemic Inflammatory Response to SARS-CoV-2 on Lopinavir and Hydroxychloroquine Plasma Concentrations.	neutral	2021-01-21 16:55:36
443	Thus, global stocks of hydroxychloroquine (HCQ) have been put under pressure with a study of 26 patients treated with HCQ during their infection with SARS-CoV-2.	negative	2021-01-21 16:56:40
199	Hydroxychloroquine in Hospitalized Patients with COVID-19: Real-World Experience Assessing Mortality.	neutral	2021-01-21 16:56:48
651	The following keywords were used: ((COVID-19) OR (SARS-CoV-2)) AND ((((((therapeutics) OR (treatment)) OR (vaccine)) OR (hydroxychloroquine)) OR (antiviral)) OR (prognosis)).	neutral	2021-01-21 16:56:56
549	As the world is severely affected by COVID-19 pandemic, the use of chloroquine and hydroxychloroquine in prevention or for the treatment of patients is allowed in multiple countries but remained at the center of much controversy in recent days.	neutral	2021-01-21 16:57:26
100	The ORCHID trial will provide high-quality, clinically relevant data on the safety and efficacy of hydroxychloroquine for the treatment of COVID-19 among hospitalized adults.Clinical trial registered with www.clinicaltrials.gov (NCT04332991).	neutral	2021-01-21 16:57:46
130	COVID-19 pneumonia in a kidney transplant recipient successfully treated with tocilizumab and hydroxychloroquine.	positve	2021-01-21 16:58:05
189	The aim of this study was to describe the outcomes of patients with coronavirus disease 2019 (COVID-19) in the outpatient setting after early treatment with zinc, low-dose hydroxychloroquine and azithromycin (triple therapy) dependent on risk stratification.	neutral	2021-01-21 16:58:34
708	Initial reports suggested that hydroxychloroquine could have a positive impact on the course of COVID-19, however larger prospective studies have not supported this.	negative	2021-01-21 16:58:46
187	Despite these warnings, in several developing countries the official guidelines for treatment of Covid-19 patients at the primary care level recommend Hydroxychloroquine and azithromycin, among other treatments, as the first-choice for mild symptomatic Covid-19 patients, asymptomatic contacts or for prophylaxis.	neutral	2021-01-21 16:59:42
433	Hydroxychloroquine is no miracle cure for covid-19 infection -imaging and clinical course in an elderly female.	negative	2021-01-21 17:00:13
94	Hydroxychloroquine alone was not associated with reduced mortality in hospitalized COVID-19 patients but the combination of hydroxychloroquine and azithromycin significantly increased mortality.	positve	2021-01-21 17:00:24
22	Hydroxychloroquine has been widely administered to patients with Covid-19 without robust evidence supporting its use.	negative	2021-01-21 17:00:37
201	Effect of chloroquine and hydroxychloroquine on COVID-19 virological outcomes: An updated meta-analysis.	neutral	2021-01-21 17:00:48
46	Due to factors such as history of prescription for other infectious diseases, availability, and relatively low cost, the use of chloroquine (CQ) and hydroxychloroquine (HCQ) has been tested in vivo and in vitro for the ability to inhibit the causative virus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	neutral	2021-01-21 17:01:41
504	Why is pre-exposure prophylaxis with hydroxychloroquine a safe and rationale approach against SARS-CoV-2 infection?	neutral	2021-01-21 17:02:11
414	The widespread clinical use and existing knowledge on antiviral mechanisms of remdesivir, lopinavir/ritonavir and chloroquine/hydroxychloroquine in the treatment of previous epidemic diseases, namely, severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), may be helpful in the combat with novel SARS-CoV-2 infection.	neutral	2021-01-21 17:03:15
544	[SARS-CoV-2 infection in a patient treated by hydroxychloroquine and anti TNF α for Inflammatory Rheumatic Disease].	negative	2021-01-21 17:03:23
655	In clinical practice, chloroquine and hydroxychloroquine are often co-administered with other drugs in the treatment of malaria, chronic inflammatory diseases, and COVID-19.	positve	2021-01-21 17:03:56
11	Hydroxychloroquine and chloroquine have been proposed as treatments for coronavirus disease 2019 (Covid-19) on the basis of in vitro activity and data from uncontrolled studies and small, randomized trials.	positve	2021-01-21 17:04:12
693	There was no evidence concerning the prophylaxis with hydroxychloroquine, and only low-grade evidence regarding the use of hydroxychloroquine as a treatment for COVID-19 patients.	negative	2021-01-21 17:04:27
600	Antihyperglycemic properties of hydroxychloroquine in patients with diabetes: Risks and benefits at the time of COVID-19 pandemic.	neutral	2021-01-21 17:04:42
712	Hydroxychloroquine toxicity is rare but projected to increase in frequency given its selection as a potential modality to treat COVID-19 disease.	negative	2021-01-21 17:04:57
276	They covered topics of chemoprophylaxis (including agents and Traditional Chinese Medicine (TCM) agents), diagnosis (including clinical manifestations, reverse transcription-polymerase chain reaction (RT-PCR), respiratory tract specimens, IgM and IgG antibody tests, chest computed tomography, chest x-ray, and CT features of asymptomatic infections), treatments (including lopinavir-ritonavir, umifenovir, favipiravir, interferon, remdesivir, combination of antiviral drugs, hydroxychloroquine/chloroquine, interleukin-6 inhibitors, interleukin-1 inhibitors, glucocorticoid, qingfei paidu decoction, lianhua qingwen granules/capsules, convalescent plasma, lung transplantation, invasive or noninvasive ventilation, and extracorporeal membrane oxygenation (ECMO)), and discharge management (including discharge criteria and management plan in patients whose RT-PCR retesting shows SARS-CoV-2 positive after discharge).	neutral	2021-01-21 17:05:24
647	Seizures could be induced by hydroxychloroquine that was in the COVID-19 treatment or the inflammation caused by COVID-19 pneumonia.	negative	2021-01-21 17:05:54
617	Hydroxychloroquine and chloroquine, primarily used to treat autoimmune diseases and to prevent and treat malaria, received national attention in early March 2020, as potential treatment and prophylaxis for coronavirus disease 2019 (COVID-19) (1).	positve	2021-01-21 17:06:18
152	We report here the first case of severe haemolytic crisis in a patient with G6PD deficiency, initiated by severe COVID-19 infection and hydroxychloroquine use.	negative	2021-01-21 17:06:34
252	It was also revealed that alternative treatments currently being considered for COVID-19 such as chloroquine and hydroxychloroquine by increasing hemoglobin production and increasing hemoglobin availability for oxygen binding and acetazolamine (for the treatment of altitude sickness) by causing hyperventilation with associated increasing levels of oxygen and decreasing levels of carbon dioxide in the blood may significantly ameliorate COVID-19 respiratory symptoms.	positve	2021-01-21 17:07:55
391	A randomized trial of hydroxychloroquine as postexposure prophylaxis for COVID-19.	neutral	2021-01-21 17:08:06
543	The ProPac-COVID trial evaluates whether combination therapy with macrolide azithromycin and hydroxychloroquine via anti-inflammation/immune modulation, antiviral efficacy, and pre-emptive treatment of supra-infections can shorten hospitalization duration and reduce the risk of non-invasive ventilation, treatment in the intensive care unit, and death in patients with acute hospital admission and a positive test for 2019-nCoV and symptoms of COVID-19 disease.	neutral	2021-01-21 17:08:22
622	The results of preliminary studies have shown that immune-modulatory or immune-suppressive treatments such as hydroxychloroquine, interleukin (IL)-6 and IL-1 antagonists, commonly used in rheumatology, might be considered as treatment choices for COVID-19, particularly in severe disease.	positve	2021-01-21 17:08:36
551	In contrast, immunomodulating substances that do not suppress antiviral immunity (e.g. systemic immunoglobulins, doxycycline), or that have intrinsic effects on SARS-CoV-2 (calcineurin inhibitors, chloroquine, hydroxychloroquine) may be useful alternatives.	positve	2021-01-21 17:09:25
172	Pakistan Randomized and Observational Trial to Evaluate Coronavirus Treatment (PROTECT) of Hydroxychloroquine, Oseltamivir and Azithromycin to treat newly diagnosed patients with COVID-19 infection who have no comorbidities like diabetes mellitus: A structured summary of a study protocol for a randomized controlled trial.	neutral	2021-01-21 17:09:38
159	The authors used the keywords to find the relevant studies, like COVID-19, SARS-CoV-2, pandemic, complications, repositioning, toxicity, overdose, treatment plan, implication strategies, prevention, chloroquine, hydroxychloroquine, clinical trials, drug interactions, and practices advice, etc., in Pubmed and Google Scholar.	neutral	2021-01-21 17:09:49
98	Rationale and Design of ORCHID: A Randomized Placebo-controlled Clinical Trial of Hydroxychloroquine for Adults Hospitalized with COVID-19.	neutral	2021-01-21 17:18:42
292	Post-exposure prophylaxis with hydroxychloroquine for the prevention of COVID-19, a myth or a reality?	neutral	2021-01-21 17:18:58
396	Two hundred one patients were treated for coronavirus disease 2019 with chloroquine/hydroxychloroquine.	neutral	2021-01-21 17:19:32
274	In this cohort study, patients who received hydroxychloroquine for the treatment of pneumonia associated with COVID-19 were at high risk of QTc prolongation, and concurrent treatment with azithromycin was associated with greater changes in QTc.	negative	2021-01-21 17:19:50
569	Initial experiences with the use of hydroxychloroquine to prevent COVID-19 also seem promising.	positve	2021-01-21 17:20:04
267	Our findings do not support the routine use of azithromycin in combination with hydroxychloroquine in patients with severe COVID-19.	negative	2021-01-21 17:20:18
399	There are conflicting data regarding the use of hydroxychloroquine (HCQ) in COVID-19 hospitalized patients.	neutral	2021-01-21 17:20:23
88	In this review, we describe in brief the mechanism of action, the clinical studies, factors for cardiac toxicity, guidelines and future directions for hydroxychloroquine use in management of COVID-19 infection.	neutral	2021-01-21 17:20:41
701	Interactions Between Remdesivir, Ribavirin, Favipiravir, Galidesivir, Hydroxychloroquine and Chloroquine with Fragment Molecular of the COVID-19 Main Protease with Inhibitor N3 Complex (PDB ID:6LU7) Using Molecular Docking.	positve	2021-01-21 17:21:32
657	Currently, antiviral drugs, including chloroquine/hydroxychloroquine, remdesivir, and lopinavir/ritonavir, have shown effective inhibition of SARS-CoV-2 in vitro.	positve	2021-01-21 17:21:39
437	The antimalarial drugs chloroquine phosphate (CQ) and hydroxychloroquine (HCQ) impair in vitro the terminal glycosylation of ACE2 without significant change of cell-surface ACE2 and, therefore, might be potent inhibitors of SARS-CoV-2 infections.	positve	2021-01-21 17:21:52
162	Swinging the pendulum: lessons learned from public discourse concerning hydroxychloroquine and COVID-19.	neutral	2021-01-21 17:21:59
515	Hence, hydroxychloroquine with nafamostat mesylate might be a treatment option for severe COVID-19.	positve	2021-01-21 17:22:06
220	The aim of this study is to assess the efficacy of the use of pre-exposure prophylaxis (PrEP) with hydroxychloroquine against placebo in healthcare workers with high risk of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection in reducing their risk of coronavirus disease 2019 (COVID-19) disease during an epidemic period.	neutral	2021-01-22 01:02:26
0	Hydroxychloroquine and COVID-19.	neutral	2021-01-22 01:02:30
518	Hydroxychloroquine (HCQ) is the standard of care in the treatment of systemic lupus erythematosus (SLE), rheumatoid arthritis (RA), and other inflammatory rheumatic diseases and potentially for the treatment in COVID-19 patients.	positve	2021-01-22 01:02:52
634	Towards Optimization of Hydroxychloroquine Dosing in Intensive Care Unit COVID-19 Patients.	neutral	2021-01-22 01:03:01
604	Currently, there is insufficient evidence about the efficacy and safety of hydroxychloroquine in COVID-19.	negative	2021-01-22 01:03:10
714	Hydroxychloroquine (HCQ) is widely used in the treatment of malaria, rheumatologic disease such as lupus, and most recently, COVID-19.	positve	2021-01-22 01:03:22
125	To generate an up-to-date evidence for the clinical safety and efficacy of hydroxychloroquine (HCQ) with or without azithromycin (AZ) among patients treated for COVID-19.	neutral	2021-01-22 01:03:55
257	The review elaborates the mechanism of action, safety (side effects, adverse effects, toxicity) and details of clinical trials for chloroquine and hydroxychloroquine to benefit the clinicians, medicinal chemist, pharmacologist actively involved in controlling the pandemic and to provide therapeutics for the treatment of COVID-19 infection.	neutral	2021-01-22 01:04:17
169	Hydroxychloroquine + Nitazoxanide in reducing the need for invasive mechanical ventilatory support for patients with COVID-19.	positve	2021-01-22 01:04:26
404	The efficacy and safety of hydroxychloroquine for COVID-19 prophylaxis: A systematic review and meta-analysis of randomized trials.	neutral	2021-01-22 01:04:32
528	Introduction Hydroxychloroquine (HCQ) has been proposed as a SARS-CoV-2 treatment but the frequency of long QT (LQT) during use is unknown.	neutral	2021-01-22 01:04:46
447	Treatment of SARS-CoV-2-infected hamsters with a low dose of favipiravir or hydroxychloroquine with(out) azithromycin resulted in, respectively, a mild or no reduction in virus levels.	negative	2021-01-22 01:05:17
182	All patients admitted to the ICU with confirmed Covid-19 pneumonia and treated with hydroxychloroquine were included.	neutral	2021-01-22 01:06:09
661	Clinical studies of chloroquine (CQ) and hydroxychloroquine (HCQ) in COVID-19 disease reported conflicting results.	neutral	2021-01-22 01:06:17
727	Chloroquine or hydroxychloroquine (chloroquine) plus azithromycin is considered as therapy for COVID-19.	positve	2021-01-22 01:06:24
319	Some of the clinical studies showed very good effect of chloroquine and hydroxychloroquine against COVID-19, however, they were not recommended due to serious clinical toxicity.	negative	2021-01-22 01:06:38
675	Data regarding knowledge and attitude about COVID-19, the prevalence of acceptance of hydroxychloroquine prophylaxis and anxiety amidst COVID-19 pandemic among health care students/professionals in India is scarce.	neutral	2021-01-22 01:07:33
734	The present results should be used in conjunction with exposure-efficacy and exposure-safety data to inform optimal dosing of hydroxychloroquine in COVID-19.	positve	2021-01-22 01:08:20
525	Prolonged QT Interval in a Patient With Coronavirus Disease-2019: Beyond Hydroxychloroquine and Azithromycin.	neutral	2021-01-22 01:08:49
409	Inhaled hydroxychloroquine to improve efficacy and reduce harm in the treatment of COVID-19.	positve	2021-01-22 01:09:05
248	Hydroxychloroquine use in hospitalised patients with COVID-19: An observational matched cohort study.	neutral	2021-01-22 01:09:10
380	At least two agents with antiviral activity against SARS-CoV-2 (zinc, hydroxychloroquine, ivermectin) and one antibiotic (azithromycin, doxycycline, ceftriaxone) were used along with inhaled budesonide and/or intramuscular dexamethasone consistent with the emergent science on early COVID-19 treatment.	positve	2021-01-22 01:09:33
713	Psychiatric adverse events with hydroxychloroquine during COVID-19 pandemic.	negative	2021-01-22 01:09:54
425	In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	positve	2021-01-22 01:10:34
648	Among hospitalized patients, hydroxychloroquine did not improve COVID-19 outcomes.	negative	2021-01-22 01:10:39
629	Although the conclusions of the systematic review generate a low confidence in the results, and the clinical variables that show benefit are intermediate variables, the side effects are acceptable and could be minimized with the use of QT lengthening risk tools, so it is could make a weak recommendation in favor of the use of chloroquine/hydroxychloroquine in patients with mild-moderate stage COVID-19.	positve	2021-01-22 01:11:26
406	We therefore sought to determine the efficacy and safety of hydroxychloroquine as prophylaxis for COVID-19.	neutral	2021-01-22 01:11:36
82	This commentary discerns the characteristics of demoralization versus depression, and suggests solutions for both, together with a cautionary word on the use chloroquine and hydroxychloroquine in patients with COVID-19.	negative	2021-01-22 01:12:21
584	Hydroxychloroquine (HCQ) has been promoted as a potential treatment of coronavirus disease 2019 (COVID-19), but there are safety concerns.	negative	2021-01-22 01:12:28
121	"There is limited evidence on the effectiveness of hydroxychloroquine (HCQ) and chloroquine (CQ) as COVID-19 therapies, and thus World Health Organization (WHO) mentioned that 				S4		
32881593		533	540	Current				S4		
32881593		541	545	data				S4		
32881593		546	551	shows				S4		
32881593		552	556	that				S4		
32881593		557	561	this				S4		
32881593	chemical	562	566	drug	drug	CHEBI:23888	Abstract	S4	ChEBI	CUI-less
32881593		567	571	does				S4		
32881593		572	575	not				S4		
32881593		576	582	reduce				S4		
32881593		583	589	deaths				S4		
32881593		590	595	among				S4		
32881593		596	608	hospitalized				S4		
32881593	disease	609	617	COVID-19	COVID-19	C000657245	Abstract	S4	MeSH supp (Diseases)	CUI-less
32881593		618	626	patients				S4		
32881593		626	627	,				S4		
32881593		628	631	nor				S4		
32881593		632	636	help				S4		
32881593		637	643	people				S4		
32881593		644	648	with				S4		
32881593		649	653	mild				S4		
32881593		654	656	or				S4		
32881593		657	665	moderate				S4		
32881593	disease	666	673	disease	Disease	D004194	Abstract	S4	CTD (MESH)	C0012634
32881593	disease	666	673	disease	Disease	D004194	Abstract	S4	MeSH desc (Diseases)	C0012634
32881593		673	675	."	negative	2021-01-22 01:13:17
524	In the search to control the global COVID-19 pandemic, some eastern and developing countries have approved a variety of treatments with controversial efficacy, among which is the use of the antimalarial hydroxychloroquine (HCQ).	neutral	2021-01-22 01:13:30
514	Here, we report the case of a Japanese patient with COVID-19 with severe respiratory failure who improved following the administration of hydroxychloroquine and continuous hemodiafiltlation with nafamostat mesylate.	positve	2021-01-22 01:13:42
694	But history also demonstrates the importance of treating early results-such as those associated with hydroxychloroquine-with caution as we only begin to understand the biology, epidemiology, and potential target points of COVID-19.	negative	2021-01-22 01:14:10
398	Hydroxychloroquine is associated with slower viral clearance in clinical COVID-19 patients with mild to moderate disease.	positve	2021-01-22 01:14:17
198	During treatment, each subject will be contacted every other day for the first week and weekly thereafter (Group 2) or weekly (Group 1) by a study physician to assess early onset of any COVID-19 symptom or any adverse reaction to hydroxychloroquine and to check subject compliance.	neutral	2021-01-22 01:14:36
350	Hydroxychloroquine Safety Outcome within Approved Therapeutic Protocol for COVID-19 Outpatients in Saudi Arabia.	positve	2021-01-22 01:14:52
381	We describe the design of a clinical trial of hydroxychloroquine for post-exposure prophylaxis (PEP) and pre-emptive therapy (PET) for COVID-19.	positve	2021-01-22 01:15:03
419	Exclusion criteria include previous infection with SARS CoV2 (positive SARS-CoV-2 PCR or IgG serology), pregnancy or lactation, any contraindication to hydroxychloroquine or evidence of unstable or clinically significant systemic disease.	neutral	2021-01-22 01:16:48
566	We performed 12‑lead ECGs and 12‑lead 24-h Holter ECG monitoring in all patients aged <80 years admitted to our medical unit for COVID-19, in oral therapy with hydroxychloroquine (200 mg, twice daily) and azithromycin (500 mg, once daily) for at least 3 days.	neutral	2021-01-22 01:17:01
394	Effect of Chloroquine, Hydroxychloroquine, and Azithromycin on the Corrected QT Interval in Patients With SARS-CoV-2 Infection.	neutral	2021-01-22 01:17:13
312	Hydroxychloroquine and azithromycin tolerance in haemodialysis patients during COVID-19 infection.	neutral	2021-01-22 01:17:32
323	COVID-19 Pneumonia during Hydroxychloroquine Treatment of Rheumatoid Arthritis.	negative	2021-01-22 01:18:02
275	After a large COVID-19 exposure event in an LTCH in Korea, PEP using hydroxychloroquine (HCQ) was administered to 211 individuals, including 189 patients and 22 careworkers, whose baseline polymerase chain reaction (PCR) tests for COVID-19 were negative.	positve	2021-01-22 01:18:22
641	Hydroxychloroquine±azithromycin have been widely used to treat coronavirus disease 2019 (COVID-19) despite a paucity of evidence regarding efficacy.	negative	2021-01-22 01:18:48
265	All patients received hydroxychloroquine (400 mg twice daily for 10 days) because that was part of standard of care treatment in Brazil for patients with severe COVID-19.	neutral	2021-01-22 01:18:58
262	Rationale of a loading dose initiation for hydroxychloroquine treatment in COVID-19 infection in the DisCoVeRy trial.	neutral	2021-01-22 01:19:27
702	We started a study on the molecular docking of six potential pharmacologically active inhibitors compounds that can be used clinically against the COVID-19 virus, in this case, remdesivir, ribavirin, favipiravir, galidesivir, hydroxychloroquine and chloroquine interacting with the main COVID-19 protease in complex with a COVID-19 N3 protease inhibitor.	positve	2021-01-22 01:19:48
560	Among hospitalised patients with COVID-19, concomitant treatment with lopinavir/ritonavir and hydroxychloroquine led to a dramatic increase in the number of potentially severe DDIs.	positve	2021-01-22 01:20:02
623	Multiple off-label and investigational drugs, such as chloroquine and hydroxychloroquine, have gained broad interest due to positive pre-clinical data and are currently used for treatment of COVID-19.	positve	2021-01-22 01:20:51
243	It is time to drop hydroxychloroquine from our COVID-19 armamentarium.	negative	2021-01-22 01:21:41
382	We will conduct two nested multicentre international double-blind randomized placebo-controlled clinical trials of hydroxychloroquine for: 1) PEP of asymptomatic household contacts or healthcare workers exposed to COVID-19 within the past four days, and 2) PET for symptomatic outpatients with COVID-19 showing symptoms for less than four days.	neutral	2021-01-22 01:22:00
488	In the context of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, hydroxychloroquine has been proposed as a potential agent to treat patients with COVID-19 (coronavirus disease 2019) caused by SARS-CoV-2 infection.	positve	2021-01-22 01:22:14
668	A 71-year old gentleman with history of arterial hypertension treated with valsartan presented on was hospitalized at the Infectious Diseases Unit, University of Bologna (Italy) for severe acute respiratory syndrome- coronavirus-2 (SARS-CoV-2) and received treatment with hydroxychloroquine 200mg bid (400 mg bid the first day), azithromycin 400 mg qd, thrombotic prophylaxis with enoxaparin 4000 UI qd and Venturi mask oxygen delivering FiO2 of 31%.	neutral	2021-01-22 01:23:25
732	We have developed a population pharmacokinetic model for hydroxychloroquine in COVID-19 patients using prospectively collected pharmacokinetic data from patients either enrolled in a clinical trial or treated with hydroxychloroquine as part of standard of care in two tertiary Belgian hospitals.	neutral	2021-01-22 01:24:07
150	COVID-19 infection and treatment with hydroxychloroquine cause severe haemolysis crisis in a patient with glucose-6-phosphate dehydrogenase deficiency.	negative	2021-01-22 01:24:15
717	Moreover, drugs such as hydroxychloroquine or tocilizumab that are widely used to treat rheumatic diseases are now being used to treat COVID-19.	positve	2021-01-22 01:24:24
660	Efficacy of chloroquine or hydroxychloroquine in COVID-19 patients: a systematic review and meta-analysis.	neutral	2021-01-22 01:24:29
